Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Team,Championship,Player_Team
Fábio Santos,BRA,DF,38,22,17,1493.0,16.6,4.0,1.0,5.0,0.0,4.0,5.0,7.0,0.0,3.9,0.0,0.4,0.4,20.0,75.0,50.0,0.24,0.06,0.3,0.0,0.06,0.24,0.02,0.26,0.0,0.03,corinthians,Brasileiro,Fábio Santos (corinthians)
Matheus Bidu,BRA,DF,24,21,17,1475.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.3,1.7,44.0,59.0,85.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,corinthians,Brasileiro,Matheus Bidu (corinthians)
Giuliano de Paula,BRA,"MF,FW",33,27,16,1441.0,16.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,0.6,1.9,12.0,82.0,29.0,0.12,0.0,0.12,0.12,0.12,0.08,0.04,0.12,0.08,0.12,corinthians,Brasileiro,Giuliano de Paula (corinthians)
Fausto Vera,ARG,MF,23,20,16,1314.0,14.6,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,1.3,2.0,15.0,67.0,13.0,0.0,0.14,0.14,0.0,0.14,0.05,0.09,0.14,0.05,0.14,corinthians,Brasileiro,Fausto Vera (corinthians)
Roger Guedes,BRA,"FW,MF",27,15,15,1349.0,15.0,7.0,1.0,8.0,5.0,2.0,2.0,3.0,0.0,6.6,5.1,0.8,5.8,38.0,50.0,100.0,0.47,0.07,0.53,0.33,0.4,0.44,0.05,0.49,0.34,0.39,corinthians,Brasileiro,Roger Guedes (corinthians)
Murillo,BRA,DF,21,13,13,1165.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.6,0.8,10.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,corinthians,Brasileiro,Murillo (corinthians)
Renato Augusto,BRA,MF,35,21,13,1051.0,11.7,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,1.6,2.4,33.0,78.0,82.0,0.09,0.26,0.34,0.09,0.34,0.07,0.14,0.21,0.07,0.21,corinthians,Brasileiro,Renato Augusto (corinthians)
Gabriel Moscardo,BRA,MF,18,16,13,952.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.0,0.3,15.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,corinthians,Brasileiro,Gabriel Moscardo (corinthians)
Lucas Veríssimo,BRA,DF,28,12,12,1035.0,11.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.3,1.0,4.0,24.0,3.0,0.09,0.09,0.17,0.09,0.17,0.05,0.03,0.08,0.05,0.08,corinthians,Brasileiro,Lucas Veríssimo (corinthians)
Caetano,BRA,DF,24,14,11,1024.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,corinthians,Brasileiro,Caetano (corinthians)
Ruan Oliveira Ferreira,BRA,"MF,FW",23,18,11,870.0,9.7,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.5,0.5,1.2,1.7,22.0,30.0,44.0,0.21,0.1,0.31,0.21,0.31,0.05,0.13,0.18,0.05,0.18,corinthians,Brasileiro,Ruan Oliveira Ferreira (corinthians)
Ángel Romero,PAR,FW,31,18,9,873.0,9.7,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,2.4,2.4,2.0,4.4,29.0,30.0,92.0,0.41,0.1,0.52,0.41,0.52,0.25,0.2,0.45,0.25,0.45,corinthians,Brasileiro,Ángel Romero (corinthians)
Adson,BRA,"FW,MF",23,15,9,857.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.4,49.0,53.0,68.0,0.0,0.11,0.11,0.0,0.11,0.04,0.11,0.15,0.04,0.15,corinthians,Brasileiro,Adson (corinthians)
Wesley Ribeiro,BRA,"FW,MF",18,20,7,721.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.7,1.1,49.0,20.0,71.0,0.12,0.12,0.25,0.12,0.25,0.05,0.09,0.14,0.05,0.14,corinthians,Brasileiro,Wesley Ribeiro (corinthians)
Budiga Roni,BRA,MF,24,15,7,676.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.3,0.4,4.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,corinthians,Brasileiro,Budiga Roni (corinthians)
Matías Rojas,PAR,"MF,FW",28,14,7,617.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.8,1.6,13.0,30.0,27.0,0.0,0.15,0.15,0.0,0.15,0.12,0.12,0.23,0.12,0.23,corinthians,Brasileiro,Matías Rojas (corinthians)
Pedrinho Santos,BRA,"FW,MF",17,13,7,580.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,21.0,17.0,49.0,0.16,0.0,0.16,0.16,0.16,0.09,0.03,0.12,0.09,0.12,corinthians,Brasileiro,Pedrinho Santos (corinthians)
Guilherme Biro,BRA,"FW,MF",19,10,6,505.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.1,16.0,17.0,40.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.2,0.11,0.2,corinthians,Brasileiro,Guilherme Biro (corinthians)
Matheus Araújo,BRA,"MF,FW",21,12,2,408.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,15.0,19.0,30.0,0.22,0.0,0.22,0.22,0.22,0.16,0.07,0.23,0.16,0.23,corinthians,Brasileiro,Matheus Araújo (corinthians)
Felipe Augusto,BRA,"FW,MF",19,12,2,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,4.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,corinthians,Brasileiro,Felipe Augusto (corinthians)
Du Queiroz,BRA,"MF,DF",23,3,2,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,corinthians,Brasileiro,Du Queiroz (corinthians)
Léo Mana,BRA,DF,19,3,2,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corinthians,Brasileiro,Léo Mana (corinthians)
Chrystian Barletta,BRA,MF,22,3,2,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corinthians,Brasileiro,Chrystian Barletta (corinthians)
Gustavo Mosquito,BRA,"FW,MF",26,11,1,308.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,14.0,5.0,29.0,0.29,0.0,0.29,0.29,0.29,0.05,0.1,0.15,0.05,0.15,corinthians,Brasileiro,Gustavo Mosquito (corinthians)
Paulinho,BRA,"MF,FW",35,4,1,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.13,0.2,0.33,0.13,0.33,corinthians,Brasileiro,Paulinho (corinthians)
Víctor Cantillo,COL,MF,30,4,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,corinthians,Brasileiro,Víctor Cantillo (corinthians)
Fabián Balbuena,PAR,DF,32,1,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,corinthians,Brasileiro,Fabián Balbuena (corinthians)
Giovane,BRA,FW,20,2,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.66,0.66,corinthians,Brasileiro,Giovane (corinthians)
Carlos Miguel,BRA,GK,25,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corinthians,Brasileiro,Carlos Miguel (corinthians)
Júnior Moraes,UKR,DF,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corinthians,Brasileiro,Júnior Moraes (corinthians)
Matheus Donelli,BRA,GK,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corinthians,Brasileiro,Matheus Donelli (corinthians)
Ryan Gustavo,BRA,MF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corinthians,Brasileiro,Ryan Gustavo (corinthians)
João Pedro,BRA,DF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corinthians,Brasileiro,João Pedro (corinthians)
Rafael Ramos,POR,DF,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corinthians,Brasileiro,Rafael Ramos (corinthians)
Renato Santos,BRA,DF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corinthians,Brasileiro,Renato Santos (corinthians)
Gabriel,BRA,GK,31,31,31,2765.0,30.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,coritiba,Brasileiro,Gabriel (coritiba)
Robson,BRA,"MF,FW",32,30,28,2226.0,24.7,12.0,4.0,16.0,5.0,7.0,8.0,12.0,0.0,10.6,4.2,2.1,6.4,32.0,65.0,139.0,0.49,0.16,0.65,0.2,0.36,0.43,0.09,0.51,0.17,0.26,coritiba,Brasileiro,Robson (coritiba)
Natanael,BRA,DF,21,29,25,2146.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.7,0.7,0.6,1.3,36.0,68.0,104.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,coritiba,Brasileiro,Natanael (coritiba)
Marcelino Moreno,ARG,MF,29,29,25,2126.0,23.6,2.0,4.0,6.0,2.0,0.0,0.0,6.0,0.0,1.6,1.6,4.9,6.4,90.0,96.0,175.0,0.08,0.17,0.25,0.08,0.25,0.07,0.21,0.27,0.07,0.27,coritiba,Brasileiro,Marcelino Moreno (coritiba)
Bruno Gomes,BRA,MF,22,27,24,2047.0,22.7,3.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,2.1,2.1,1.9,4.0,45.0,109.0,55.0,0.13,0.0,0.13,0.13,0.13,0.09,0.08,0.18,0.09,0.18,coritiba,Brasileiro,Bruno Gomes (coritiba)
Henrique,BRA,DF,37,24,23,2024.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.5,0.5,0.0,0.5,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,coritiba,Brasileiro,Henrique (coritiba)
Jamerson,BRA,"DF,FW",25,27,20,1759.0,19.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.7,2.1,50.0,62.0,63.0,0.0,0.05,0.05,0.0,0.05,0.02,0.09,0.11,0.02,0.11,coritiba,Brasileiro,Jamerson (coritiba)
Benjamín Kuscevic,CHI,DF,27,20,20,1755.0,19.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.9,0.9,0.0,1.0,6.0,48.0,5.0,0.1,0.0,0.1,0.1,0.1,0.05,0.0,0.05,0.05,0.05,coritiba,Brasileiro,Benjamín Kuscevic (coritiba)
Victor Luis,BRA,DF,30,23,16,1478.0,16.4,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,1.6,2.4,26.0,65.0,28.0,0.12,0.06,0.18,0.12,0.18,0.05,0.09,0.15,0.05,0.15,coritiba,Brasileiro,Victor Luis (coritiba)
Matheus Bianqui,BRA,MF,25,24,15,1192.0,13.2,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,1.4,1.4,1.3,2.6,8.0,34.0,32.0,0.15,0.08,0.23,0.15,0.23,0.1,0.1,0.2,0.1,0.2,coritiba,Brasileiro,Matheus Bianqui (coritiba)
Sebastián Gómez,COL,MF,27,17,15,1179.0,13.1,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.7,0.7,0.4,1.1,15.0,39.0,32.0,0.15,0.08,0.23,0.15,0.23,0.05,0.03,0.08,0.05,0.08,coritiba,Brasileiro,Sebastián Gómez (coritiba)
Islam Slimani,ALG,FW,35,11,10,817.0,9.1,3.0,2.0,5.0,3.0,0.0,0.0,2.0,1.0,2.2,2.2,1.3,3.5,3.0,12.0,40.0,0.33,0.22,0.55,0.33,0.55,0.24,0.14,0.39,0.24,0.39,coritiba,Brasileiro,Islam Slimani (coritiba)
Bruno Viana,BRA,DF,28,10,9,811.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.0,0.3,4.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,coritiba,Brasileiro,Bruno Viana (coritiba)
Alef Manga,BRA,"FW,MF",28,10,9,804.0,8.9,4.0,3.0,7.0,3.0,1.0,1.0,3.0,0.0,3.8,3.0,1.0,4.0,25.0,17.0,75.0,0.45,0.34,0.78,0.34,0.67,0.42,0.11,0.54,0.33,0.45,coritiba,Brasileiro,Alef Manga (coritiba)
Willian Farias,BRA,MF,34,12,9,795.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,0.0,0.3,6.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,coritiba,Brasileiro,Willian Farias (coritiba)
Andrey Ramos do Nascimento,BRA,MF,25,22,8,908.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.6,1.1,14.0,73.0,14.0,0.1,0.0,0.1,0.1,0.1,0.06,0.06,0.11,0.06,0.11,coritiba,Brasileiro,Andrey Ramos do Nascimento (coritiba)
Liziero,BRA,MF,25,10,8,586.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,2.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,coritiba,Brasileiro,Liziero (coritiba)
Diogo,BRA,"FW,MF",26,13,7,641.0,7.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.9,1.9,0.2,2.1,6.0,7.0,25.0,0.14,0.14,0.28,0.14,0.28,0.27,0.03,0.3,0.27,0.3,coritiba,Brasileiro,Diogo (coritiba)
Thalisson Gabriel,BRA,DF,21,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coritiba,Brasileiro,Thalisson Gabriel (coritiba)
Zé Roberto,BRA,"FW,MF",30,10,7,523.0,5.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.4,0.4,0.7,1.1,7.0,14.0,27.0,0.17,0.17,0.34,0.17,0.34,0.06,0.13,0.19,0.06,0.19,coritiba,Brasileiro,Zé Roberto (coritiba)
Kaio,BRA,"MF,FW",19,21,6,644.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.4,0.8,27.0,25.0,52.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,coritiba,Brasileiro,Kaio (coritiba)
Jean Pedroso,BRA,DF,19,7,6,584.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,coritiba,Brasileiro,Jean Pedroso (coritiba)
Thiago Dombroski,BRA,DF,21,6,6,459.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coritiba,Brasileiro,Thiago Dombroski (coritiba)
Rodrigo Pinho,BRA,FW,32,10,5,385.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.2,1.1,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.21,0.04,0.25,0.21,0.25,coritiba,Brasileiro,Rodrigo Pinho (coritiba)
Fransérgio,BRA,MF,33,15,4,534.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,12.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,coritiba,Brasileiro,Fransérgio (coritiba)
Diogo Batista,BRA,"DF,MF",20,9,4,427.0,4.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,8.0,15.0,13.0,0.0,0.21,0.21,0.0,0.21,0.04,0.13,0.16,0.04,0.16,coritiba,Brasileiro,Diogo Batista (coritiba)
Andreas Samaris,GRE,MF,34,4,4,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,coritiba,Brasileiro,Andreas Samaris (coritiba)
Maurício Garcez,BRA,"MF,FW",26,12,3,486.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.3,1.5,11.0,9.0,28.0,0.19,0.0,0.19,0.19,0.19,0.22,0.06,0.27,0.22,0.27,coritiba,Brasileiro,Maurício Garcez (coritiba)
Gabriel Boschilia,BRA,"MF,FW",27,11,3,344.0,3.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.8,1.9,10.0,18.0,20.0,0.26,0.26,0.52,0.26,0.52,0.29,0.21,0.5,0.29,0.5,coritiba,Brasileiro,Gabriel Boschilia (coritiba)
Jhon Chancellor,VEN,DF,31,4,3,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,coritiba,Brasileiro,Jhon Chancellor (coritiba)
Hayner,BRA,DF,28,7,3,299.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3,0.3,14.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,coritiba,Brasileiro,Hayner (coritiba)
Luan Polli,BRA,GK,30,4,3,295.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,coritiba,Brasileiro,Luan Polli (coritiba)
Júnior Urso,BRA,MF,34,6,2,298.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,4.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.13,0.09,0.13,coritiba,Brasileiro,Júnior Urso (coritiba)
Reynaldo Cesar Moraes,BRA,DF,26,4,1,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coritiba,Brasileiro,Reynaldo Cesar Moraes (coritiba)
Edu,BRA,"FW,MF",30,7,1,184.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,0.4,2.2,3.0,3.0,10.0,0.49,0.0,0.49,0.49,0.49,0.87,0.2,1.07,0.87,1.07,coritiba,Brasileiro,Edu (coritiba)
Marcos Vinicius,BRA,"DF,MF",26,5,1,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,coritiba,Brasileiro,Marcos Vinicius (coritiba)
William Pottker,BRA,"FW,MF",29,4,1,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.2,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.17,0.12,0.17,coritiba,Brasileiro,William Pottker (coritiba)
Maurício Antônio,BRA,DF,31,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,coritiba,Brasileiro,Maurício Antônio (coritiba)
Gustavo Vilar,BRA,DF,23,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coritiba,Brasileiro,Gustavo Vilar (coritiba)
Lucas Barbosa,BRA,"MF,FW",22,5,0,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.11,0.16,0.27,0.11,0.27,coritiba,Brasileiro,Lucas Barbosa (coritiba)
Jesé,ESP,MF,30,5,0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.19,0.04,0.22,0.19,0.22,coritiba,Brasileiro,Jesé (coritiba)
Wesley Pombo,BRA,MF,21,1,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,coritiba,Brasileiro,Wesley Pombo (coritiba)
Ruan Lucas,BRA,"MF,FW",19,4,0,29.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,2.0,4.0,0.0,3.1,3.1,0.0,3.1,0.09,1.11,1.21,0.09,1.21,coritiba,Brasileiro,Ruan Lucas (coritiba)
Gabriel Silva,BRA,MF,21,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coritiba,Brasileiro,Gabriel Silva (coritiba)
Matheus Cadorini,BRA,FW,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coritiba,Brasileiro,Matheus Cadorini (coritiba)
Jean Gabriel,BRA,MF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coritiba,Brasileiro,Jean Gabriel (coritiba)
Bernardo Lemes,BRA,MF,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coritiba,Brasileiro,Bernardo Lemes (coritiba)
Pedro Luccas,BRA,GK,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coritiba,Brasileiro,Pedro Luccas (coritiba)
Marcao,BRA,GK,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coritiba,Brasileiro,Marcao (coritiba)
Lucas Ronier,BRA,FW,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coritiba,Brasileiro,Lucas Ronier (coritiba)
Jesús Trindade,URU,MF,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coritiba,Brasileiro,Jesús Trindade (coritiba)
